Algorithm, Stable, Sorted, Size, Complexity, DegreeSorted
HeapSort,false,true,66500,55754156,UNSORTED
HeapSort,false,true,67000,56575394,UNSORTED
HeapSort,false,true,67500,57402632,UNSORTED
HeapSort,false,true,68000,58235870,UNSORTED
HeapSort,false,true,68500,59075108,UNSORTED
HeapSort,false,true,69000,59920346,UNSORTED
HeapSort,false,true,69500,60771584,UNSORTED
HeapSort,false,true,70000,61628822,UNSORTED
HeapSort,false,true,70500,62492060,UNSORTED
HeapSort,false,true,71000,63361298,UNSORTED
HeapSort,false,true,71500,64236536,UNSORTED
HeapSort,false,true,72000,65117774,UNSORTED
HeapSort,false,true,72500,66005012,UNSORTED
HeapSort,false,true,73000,66898250,UNSORTED
HeapSort,false,true,73500,67797488,UNSORTED
HeapSort,false,true,74000,68702726,UNSORTED
HeapSort,false,true,74500,69613964,UNSORTED
HeapSort,false,true,75000,70531202,UNSORTED
HeapSort,false,true,75500,71454440,UNSORTED
HeapSort,false,true,76000,72383678,UNSORTED
HeapSort,false,true,76500,73318916,UNSORTED
HeapSort,false,true,77000,74260154,UNSORTED
HeapSort,false,true,77500,75207392,UNSORTED
HeapSort,false,true,78000,76160630,UNSORTED
HeapSort,false,true,78500,77119868,UNSORTED
HeapSort,false,true,79000,78085106,UNSORTED
HeapSort,false,true,79500,79056344,UNSORTED
HeapSort,false,true,80000,80033582,UNSORTED
HeapSort,false,true,80500,81016820,UNSORTED
HeapSort,false,true,81000,82006058,UNSORTED
HeapSort,false,true,81500,83001296,UNSORTED
HeapSort,false,true,82000,84002534,UNSORTED
HeapSort,false,true,82500,85009772,UNSORTED
HeapSort,false,true,83000,86023010,UNSORTED
HeapSort,false,true,83500,87042248,UNSORTED
HeapSort,false,true,84000,88067486,UNSORTED
HeapSort,false,true,84500,89098724,UNSORTED
HeapSort,false,true,85000,90135962,UNSORTED
HeapSort,false,true,85500,91179200,UNSORTED
HeapSort,false,true,86000,92228438,UNSORTED
HeapSort,false,true,86500,93283676,UNSORTED
HeapSort,false,true,87000,94344914,UNSORTED
HeapSort,false,true,87500,95412152,UNSORTED
HeapSort,false,true,88000,96485390,UNSORTED
HeapSort,false,true,88500,97564628,UNSORTED
HeapSort,false,true,89000,98649866,UNSORTED
HeapSort,false,true,89500,99741104,UNSORTED
HeapSort,false,true,90000,100838342,UNSORTED
HeapSort,false,true,90500,101941580,UNSORTED
HeapSort,false,true,91000,103050818,UNSORTED
HeapSort,false,true,91500,104166056,UNSORTED
HeapSort,false,true,92000,105287294,UNSORTED
HeapSort,false,true,92500,106414532,UNSORTED
HeapSort,false,true,93000,107547770,UNSORTED
HeapSort,false,true,93500,108687008,UNSORTED
HeapSort,false,true,94000,109832246,UNSORTED
HeapSort,false,true,94500,110983484,UNSORTED
HeapSort,false,true,95000,112140722,UNSORTED
HeapSort,false,true,95500,113303960,UNSORTED
HeapSort,false,true,96000,114473198,UNSORTED
HeapSort,false,true,96500,115648436,UNSORTED
HeapSort,false,true,97000,116829674,UNSORTED
HeapSort,false,true,97500,118016912,UNSORTED
HeapSort,false,true,98000,119210150,UNSORTED
HeapSort,false,true,98500,120409388,UNSORTED
HeapSort,false,true,99000,121614626,UNSORTED
HeapSort,false,true,99500,122825864,UNSORTED
HeapSort,false,true,100000,124043102,UNSORTED
