Algorithm, Stable, Sorted, Size, Complexity, DegreeSorted
QuickSort,false,true,53500,76199667,PARTIALLY_SORTED
QuickSort,false,true,54000,77593132,PARTIALLY_SORTED
QuickSort,false,true,54500,78999357,PARTIALLY_SORTED
QuickSort,false,true,55000,80417852,PARTIALLY_SORTED
QuickSort,false,true,55500,81848322,PARTIALLY_SORTED
QuickSort,false,true,56000,83291162,PARTIALLY_SORTED
QuickSort,false,true,56500,84745760,PARTIALLY_SORTED
QuickSort,false,true,57000,86212538,PARTIALLY_SORTED
QuickSort,false,true,57500,87691292,PARTIALLY_SORTED
QuickSort,false,true,58000,89183046,PARTIALLY_SORTED
QuickSort,false,true,58500,90687990,PARTIALLY_SORTED
QuickSort,false,true,59000,92205920,PARTIALLY_SORTED
QuickSort,false,true,59500,93736432,PARTIALLY_SORTED
QuickSort,false,true,60000,95279916,PARTIALLY_SORTED
QuickSort,false,true,60500,96836232,PARTIALLY_SORTED
QuickSort,false,true,61000,98404516,PARTIALLY_SORTED
QuickSort,false,true,61500,99984038,PARTIALLY_SORTED
QuickSort,false,true,62000,101576280,PARTIALLY_SORTED
QuickSort,false,true,62500,103182112,PARTIALLY_SORTED
QuickSort,false,true,63000,104800708,PARTIALLY_SORTED
QuickSort,false,true,63500,106431230,PARTIALLY_SORTED
QuickSort,false,true,64000,108073740,PARTIALLY_SORTED
QuickSort,false,true,64500,109729482,PARTIALLY_SORTED
QuickSort,false,true,65000,111396424,PARTIALLY_SORTED
QuickSort,false,true,65500,113076260,PARTIALLY_SORTED
QuickSort,false,true,66000,114768994,PARTIALLY_SORTED
QuickSort,false,true,66500,116474067,PARTIALLY_SORTED
QuickSort,false,true,67000,118192366,PARTIALLY_SORTED
QuickSort,false,true,67500,119923783,PARTIALLY_SORTED
QuickSort,false,true,68000,121667592,PARTIALLY_SORTED
QuickSort,false,true,68500,123425605,PARTIALLY_SORTED
QuickSort,false,true,69000,125195636,PARTIALLY_SORTED
QuickSort,false,true,69500,126977165,PARTIALLY_SORTED
QuickSort,false,true,70000,128771742,PARTIALLY_SORTED
QuickSort,false,true,70500,130580145,PARTIALLY_SORTED
QuickSort,false,true,71000,132402234,PARTIALLY_SORTED
QuickSort,false,true,71500,134237035,PARTIALLY_SORTED
QuickSort,false,true,72000,136084020,PARTIALLY_SORTED
QuickSort,false,true,72500,137943501,PARTIALLY_SORTED
QuickSort,false,true,73000,139814728,PARTIALLY_SORTED
QuickSort,false,true,73500,141698425,PARTIALLY_SORTED
QuickSort,false,true,74000,143594680,PARTIALLY_SORTED
QuickSort,false,true,74500,145503879,PARTIALLY_SORTED
QuickSort,false,true,75000,147426272,PARTIALLY_SORTED
QuickSort,false,true,75500,149361535,PARTIALLY_SORTED
QuickSort,false,true,76000,151310792,PARTIALLY_SORTED
QuickSort,false,true,76500,153273170,PARTIALLY_SORTED
QuickSort,false,true,77000,155248158,PARTIALLY_SORTED
QuickSort,false,true,77500,157235856,PARTIALLY_SORTED
QuickSort,false,true,78000,159236604,PARTIALLY_SORTED
QuickSort,false,true,78500,161248818,PARTIALLY_SORTED
QuickSort,false,true,79000,163274322,PARTIALLY_SORTED
QuickSort,false,true,79500,165311738,PARTIALLY_SORTED
QuickSort,false,true,80000,167361948,PARTIALLY_SORTED
QuickSort,false,true,80500,169425002,PARTIALLY_SORTED
QuickSort,false,true,81000,171500138,PARTIALLY_SORTED
QuickSort,false,true,81500,173588206,PARTIALLY_SORTED
QuickSort,false,true,82000,175688588,PARTIALLY_SORTED
QuickSort,false,true,82500,177802060,PARTIALLY_SORTED
QuickSort,false,true,83000,179928228,PARTIALLY_SORTED
QuickSort,false,true,83500,182066836,PARTIALLY_SORTED
QuickSort,false,true,84000,184219018,PARTIALLY_SORTED
QuickSort,false,true,84500,186384334,PARTIALLY_SORTED
QuickSort,false,true,85000,188562334,PARTIALLY_SORTED
QuickSort,false,true,85500,190753924,PARTIALLY_SORTED
QuickSort,false,true,86000,192958116,PARTIALLY_SORTED
QuickSort,false,true,86500,195175520,PARTIALLY_SORTED
QuickSort,false,true,87000,197406428,PARTIALLY_SORTED
QuickSort,false,true,87500,199649435,PARTIALLY_SORTED
QuickSort,false,true,88000,201905090,PARTIALLY_SORTED
QuickSort,false,true,88500,204173549,PARTIALLY_SORTED
QuickSort,false,true,89000,206453574,PARTIALLY_SORTED
QuickSort,false,true,89500,208745911,PARTIALLY_SORTED
QuickSort,false,true,90000,211051108,PARTIALLY_SORTED
QuickSort,false,true,90500,213368821,PARTIALLY_SORTED
QuickSort,false,true,91000,215697960,PARTIALLY_SORTED
QuickSort,false,true,91500,218039309,PARTIALLY_SORTED
QuickSort,false,true,92000,220393462,PARTIALLY_SORTED
QuickSort,false,true,92500,222759729,PARTIALLY_SORTED
QuickSort,false,true,93000,225138542,PARTIALLY_SORTED
QuickSort,false,true,93500,227529037,PARTIALLY_SORTED
QuickSort,false,true,94000,229931778,PARTIALLY_SORTED
QuickSort,false,true,94500,232347403,PARTIALLY_SORTED
QuickSort,false,true,95000,234774436,PARTIALLY_SORTED
QuickSort,false,true,95500,237214275,PARTIALLY_SORTED
QuickSort,false,true,96000,239667130,PARTIALLY_SORTED
QuickSort,false,true,96500,242131723,PARTIALLY_SORTED
QuickSort,false,true,97000,244608442,PARTIALLY_SORTED
QuickSort,false,true,97500,247097193,PARTIALLY_SORTED
QuickSort,false,true,98000,249598970,PARTIALLY_SORTED
QuickSort,false,true,98500,252112969,PARTIALLY_SORTED
QuickSort,false,true,99000,254639458,PARTIALLY_SORTED
QuickSort,false,true,99500,257177991,PARTIALLY_SORTED
QuickSort,false,true,100000,259730232,PARTIALLY_SORTED
