Algorithm, Stable, Sorted, Size, Complexity, DegreeSorted
QuickSort,false,true,66000,115179481,PARTIALLY_UNSORTED
QuickSort,false,true,66500,116887535,PARTIALLY_UNSORTED
QuickSort,false,true,67000,118609887,PARTIALLY_UNSORTED
QuickSort,false,true,67500,120343429,PARTIALLY_UNSORTED
QuickSort,false,true,68000,122091027,PARTIALLY_UNSORTED
QuickSort,false,true,68500,123852465,PARTIALLY_UNSORTED
QuickSort,false,true,69000,125625121,PARTIALLY_UNSORTED
QuickSort,false,true,69500,127409275,PARTIALLY_UNSORTED
QuickSort,false,true,70000,129207213,PARTIALLY_UNSORTED
QuickSort,false,true,70500,131019241,PARTIALLY_UNSORTED
QuickSort,false,true,71000,132844951,PARTIALLY_UNSORTED
QuickSort,false,true,71500,134682627,PARTIALLY_UNSORTED
QuickSort,false,true,72000,136532487,PARTIALLY_UNSORTED
QuickSort,false,true,72500,138394843,PARTIALLY_UNSORTED
QuickSort,false,true,73000,140268945,PARTIALLY_UNSORTED
QuickSort,false,true,73500,142155517,PARTIALLY_UNSORTED
QuickSort,false,true,74000,144054919,PARTIALLY_UNSORTED
QuickSort,false,true,74500,145967493,PARTIALLY_UNSORTED
QuickSort,false,true,75000,147893261,PARTIALLY_UNSORTED
QuickSort,false,true,75500,149831899,PARTIALLY_UNSORTED
QuickSort,false,true,76000,151784531,PARTIALLY_UNSORTED
QuickSort,false,true,76500,153750253,PARTIALLY_UNSORTED
QuickSort,false,true,77000,155728241,PARTIALLY_UNSORTED
QuickSort,false,true,77500,157718939,PARTIALLY_UNSORTED
QuickSort,false,true,78000,159722687,PARTIALLY_UNSORTED
QuickSort,false,true,78500,161737901,PARTIALLY_UNSORTED
QuickSort,false,true,79000,163766405,PARTIALLY_UNSORTED
QuickSort,false,true,79500,165806821,PARTIALLY_UNSORTED
QuickSort,false,true,80000,167860031,PARTIALLY_UNSORTED
QuickSort,false,true,80500,169926085,PARTIALLY_UNSORTED
QuickSort,false,true,81000,172004221,PARTIALLY_UNSORTED
QuickSort,false,true,81500,174095289,PARTIALLY_UNSORTED
QuickSort,false,true,82000,176198711,PARTIALLY_UNSORTED
QuickSort,false,true,82500,178315433,PARTIALLY_UNSORTED
QuickSort,false,true,83000,180444851,PARTIALLY_UNSORTED
QuickSort,false,true,83500,182586709,PARTIALLY_UNSORTED
QuickSort,false,true,84000,184742141,PARTIALLY_UNSORTED
QuickSort,false,true,84500,186910707,PARTIALLY_UNSORTED
QuickSort,false,true,85000,189091957,PARTIALLY_UNSORTED
QuickSort,false,true,85500,191286797,PARTIALLY_UNSORTED
QuickSort,false,true,86000,193494239,PARTIALLY_UNSORTED
QuickSort,false,true,86500,195714893,PARTIALLY_UNSORTED
QuickSort,false,true,87000,197949051,PARTIALLY_UNSORTED
QuickSort,false,true,87500,200195219,PARTIALLY_UNSORTED
QuickSort,false,true,88000,202453749,PARTIALLY_UNSORTED
QuickSort,false,true,88500,204725083,PARTIALLY_UNSORTED
QuickSort,false,true,89000,207007983,PARTIALLY_UNSORTED
QuickSort,false,true,89500,209303195,PARTIALLY_UNSORTED
QuickSort,false,true,90000,211611267,PARTIALLY_UNSORTED
QuickSort,false,true,90500,213931855,PARTIALLY_UNSORTED
QuickSort,false,true,91000,216263869,PARTIALLY_UNSORTED
QuickSort,false,true,91500,218608093,PARTIALLY_UNSORTED
QuickSort,false,true,92000,220965121,PARTIALLY_UNSORTED
QuickSort,false,true,92500,223334263,PARTIALLY_UNSORTED
QuickSort,false,true,93000,225715951,PARTIALLY_UNSORTED
QuickSort,false,true,93500,228109321,PARTIALLY_UNSORTED
QuickSort,false,true,94000,230514937,PARTIALLY_UNSORTED
QuickSort,false,true,94500,232933437,PARTIALLY_UNSORTED
QuickSort,false,true,95000,235363345,PARTIALLY_UNSORTED
QuickSort,false,true,95500,237806059,PARTIALLY_UNSORTED
QuickSort,false,true,96000,240261789,PARTIALLY_UNSORTED
QuickSort,false,true,96500,242729257,PARTIALLY_UNSORTED
QuickSort,false,true,97000,245208851,PARTIALLY_UNSORTED
QuickSort,false,true,97500,247700477,PARTIALLY_UNSORTED
QuickSort,false,true,98000,250205129,PARTIALLY_UNSORTED
QuickSort,false,true,98500,252722101,PARTIALLY_UNSORTED
QuickSort,false,true,99000,255251715,PARTIALLY_UNSORTED
QuickSort,false,true,99500,257793373,PARTIALLY_UNSORTED
QuickSort,false,true,100000,260348739,PARTIALLY_UNSORTED
